,cand_nm,contbr_zip,contbr_employer,contbr_occupation,contb_receipt_amt,occ_cat,converted_date,payment_yr
16643,"Warren, Elizabeth ",20006,RAMSAY MERRIAM FUND,FOUNDATION PRESIDENT,10.0,leadership,201901,2019
16644,"Warren, Elizabeth ",20006,RAMSAY MERRIAM FUND,FOUNDATION PRESIDENT,15.0,leadership,201901,2019
16649,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,3.0,it,201903,2019
16650,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201903,2019
16655,"Sanders, Bernard",20003,AARP,MANAGER POLITICAL INTELLIGENCE,91.99,business/gov,201902,2019
16657,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,3.0,it,201903,2019
16659,"Sanders, Bernard",20009,UMD,TEACHER,250.0,education,201902,2019
16660,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,3.0,it,201903,2019
16662,"Warren, Elizabeth ",20008,SELF EMPLOYED,LAWYER/CONSULTANT,50.0,other,201902,2019
16663,"Warren, Elizabeth ",20008,SELF EMPLOYED,LAWYER/CONSULTANT,100.0,other,201903,2019
16673,"Sanders, Bernard",20018,SMITHSONIAN,PROGRAM MANAGER,10.0,business/gov,201903,2019
16676,"Sanders, Bernard",20009,FOOD & WATER WATCH,RESEARCHER,1000.0,science,201902,2019
16678,"Sanders, Bernard",20001,GARTNER,ANALYST,50.0,business/gov,201903,2019
16679,"Sanders, Bernard",20003,NAACP LEGAL DEFENSE & EDUCATIONAL FUND,ATTORNEY,3.0,law,201903,2019
16681,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,3.0,it,201903,2019
16682,"Warren, Elizabeth ",20008,SELF EMPLOYED,LAWYER,250.0,law,201902,2019
16685,"Warren, Elizabeth ",20009,NATIONAL INSTITUTES OF HEALTH,SCIENCE WRITER,250.0,artist/comm,201902,2019
16690,"Sanders, Bernard",20007,NORML,EXECUTIVE DIRECTOR,29.0,leadership,201903,2019
16692,"Warren, Elizabeth ",20002,PUBLIC CITIZEN,SENIOR RESEARCHER,36.22,science,201901,2019
16695,"Warren, Elizabeth ",20002,PUBLIC CITIZEN,SENIOR RESEARCHER,50.0,science,201902,2019
16696,"Warren, Elizabeth ",20002,PUBLIC CITIZEN,SENIOR RESEARCHER,50.0,science,201903,2019
16698,"Warren, Elizabeth ",20007,JPMORGAN CHASE,"CHIEF OF STAFF, JPMCI",50.0,leadership,201902,2019
16720,"Sanders, Bernard",20018,SMITHSONIAN,PROGRAM MANAGER,3.0,business/gov,201903,2019
16721,"Warren, Elizabeth ",20010,WELLS FARGO BANK NA,COMPLIANCE MANAGER,250.0,business/gov,201903,2019
16728,"Sanders, Bernard",20009,NATIONAL ASSOCIATION OF LETTER CARRIER,STAFF ASSISTANT FOR ECONOMIC ANALYSIS,27.0,science,201903,2019
16734,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201903,2019
16736,"Sanders, Bernard",20010,SAFE INC,ADVOCATE,27.0,other,201903,2019
16739,"Trump, Donald J.",20020,RETIRED,RETIRED,375.0,retired,201903,2019
16740,"Sanders, Bernard",20010,MONTAGE INC,PROJECT MANAGER,3.0,business/gov,201903,2019
16749,"Warren, Elizabeth ",20037,LONDON & MEAD,ATTORNEY,250.0,law,201903,2019
16751,"Sanders, Bernard",20017,NUHARBOR SECURITY,SENIOR SECURITY ENGINEER,74.0,it,201903,2019
16762,"Sanders, Bernard",20003,UNIVERSITY OF MARYLAND,POSTDOCTORAL RESEARCHER,3.0,science,201903,2019
16763,"Sanders, Bernard",20010,MONTAGE INC,PROJECT MANAGER,3.0,business/gov,201902,2019
16777,"Sanders, Bernard",20002,US SECURITIES AND EXCHANGE COMMISSION,ATTORNEY,43.02,law,201902,2019
16784,"Sanders, Bernard",20003,NAACP LEGAL DEFENSE & EDUCATIONAL FUND,ATTORNEY,3.0,law,201902,2019
16800,"Sanders, Bernard",20001,2U,WEB DESIGNER,5.0,artist/comm,201903,2019
16801,"Sanders, Bernard",20008,NOT EMPLOYED,NOT EMPLOYED,1000.0,not employed or unknown,201902,2019
16808,"Sanders, Bernard",20001,HOPE CONNECTIONS FOR CANCER SUPPORT,DEVELOPERS,350.0,other,201903,2019
16809,"Sanders, Bernard",20010,MONTAGE INC,PROJECT MANAGER,3.0,business/gov,201903,2019
16814,"Warren, Elizabeth ",20001,END CITIZENS UNITED,POLITICAL DIRECTOR,3.0,leadership,201901,2019
16822,"Warren, Elizabeth ",20005,O'MELVENY & MYERS LLP,ATTORNEY,100.0,law,201902,2019
16823,"Warren, Elizabeth ",20005,O'MELVENY & MYERS LLP,ATTORNEY,250.0,law,201903,2019
16824,"Warren, Elizabeth ",20005,O'MELVENY & MYERS LLP,ATTORNEY,100.0,law,201901,2019
16834,"Sanders, Bernard",20014,DEPT OF STATE,DIPLOMAT,50.0,business/gov,201903,2019
16851,"Sanders, Bernard",20003,1TICKET.COM,SOFTWARE ENGINEER,100.0,it,201903,2019
16855,"Warren, Elizabeth ",20001,END CITIZENS UNITED,POLITICAL DIRECTOR,33.88,leadership,201902,2019
16856,"Warren, Elizabeth ",20001,END CITIZENS UNITED,POLITICAL DIRECTOR,25.0,leadership,201903,2019
16857,"Warren, Elizabeth ",20001,END CITIZENS UNITED,POLITICAL DIRECTOR,125.0,leadership,201903,2019
16858,"Warren, Elizabeth ",20001,END CITIZENS UNITED,POLITICAL DIRECTOR,25.0,leadership,201901,2019
16859,"Warren, Elizabeth ",20001,END CITIZENS UNITED,POLITICAL DIRECTOR,100.0,leadership,201901,2019
16860,"Warren, Elizabeth ",20001,END CITIZENS UNITED,POLITICAL DIRECTOR,3.0,leadership,201901,2019
16861,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,1.0,it,201903,2019
16870,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,3.0,it,201902,2019
16871,"Warren, Elizabeth ",20002,THYCOTIC SOFTWARE,PROGRAMMER,257.5,other,201903,2019
16875,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,3.0,it,201903,2019
16882,"Sanders, Bernard",20016,SELF,NURSE PRACTITIONER,63.0,healthcare,201903,2019
16937,"Sanders, Bernard",20009,NONE,SELF EMPLOYED,250.0,other,201903,2019
17009,"Sanders, Bernard",20002,TRG,TRAINER/CONSULTATN,50.0,other,201903,2019
17014,"Sanders, Bernard",20015,NOT EMPLOYED,NOT EMPLOYED,100.0,not employed or unknown,201903,2019
17022,"Sanders, Bernard",20016,REVMETRIX INC.,ENGINEER,250.0,it,201902,2019
17025,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,1.0,it,201903,2019
17059,"Sanders, Bernard",20001,UMD,PROF,250.0,education,201902,2019
17085,"Sanders, Bernard",20009,NATIONAL SYMPHONY ORCHESTRA,MUSICIAN,100.0,artist/comm,201903,2019
17087,"Trump, Donald J.",20010,FM,TECH ENGINEER,272.62,it,201902,2019
17095,"Sanders, Bernard",20009,NATIONAL SYMPHONY ORCHESTRA,MUSICIAN,60.99,artist/comm,201903,2019
17099,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,3.0,it,201903,2019
17108,"Sanders, Bernard",20007,NORML,EXECUTIVE DIRECTOR,5.0,leadership,201903,2019
17109,"Sanders, Bernard",20009,CENSEO CONSULTING,CONSULTANT,27.0,business/gov,201903,2019
17113,"Sanders, Bernard",20009,UMD,TEACHER,70.0,education,201903,2019
17116,"Sanders, Bernard",20003,UNIVERSITY OF MARYLAND,POSTDOCTORAL RESEARCHER,20.0,science,201903,2019
17120,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,1.0,it,201903,2019
17121,"Sanders, Bernard",20009,NONE,SELF EMPLOYED,250.0,other,201902,2019
17122,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,3.0,it,201903,2019
17128,"Sanders, Bernard",20003,STATE OF ILLINOIS,TEACHER,250.0,education,201902,2019
17131,"Sanders, Bernard",20009,FHI 360,EDUCATIONAL RESEARCHER,250.0,science,201902,2019
17132,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,3.0,it,201903,2019
17133,"Sanders, Bernard",20002,US SECURITIES AND EXCHANGE COMMISSION,ATTORNEY,23.0,law,201903,2019
17134,"Sanders, Bernard",20002,NOT EMPLOYED,NOT EMPLOYED,135.0,not employed or unknown,201903,2019
17155,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,3.0,not employed or unknown,201903,2019
17159,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,1.0,it,201903,2019
17160,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,3.0,it,201903,2019
17162,"Sanders, Bernard",20009,BRADY CAMPAIGN & CENTER TO PREVENT GUN,DATABASE ADMINISTRATOR,270.0,other,201902,2019
17165,"Sanders, Bernard",20005,PAUL HASTINGS LLP,ATTORNEY,250.0,law,201903,2019
17166,"Sanders, Bernard",20001,2U,WEB DESIGNER,3.0,artist/comm,201903,2019
17172,"Sanders, Bernard",20001,UMD,PROF,27.0,education,201903,2019
17173,"Sanders, Bernard",20005,PAUL HASTINGS LLP,ATTORNEY,250.0,law,201903,2019
17191,"Sanders, Bernard",20016,NOT EMPLOYED,NOT EMPLOYED,500.0,not employed or unknown,201902,2019
17201,"Sanders, Bernard",20010,MONTAGE INC,PROJECT MANAGER,3.0,business/gov,201902,2019
17211,"Sanders, Bernard",20015,SNG,CEO,1000.0,leadership,201902,2019
17214,"Sanders, Bernard",20001,UMD,PROF,250.0,education,201903,2019
17215,"Sanders, Bernard",20007,NORML,EXECUTIVE DIRECTOR,5.0,leadership,201903,2019
17219,"Sanders, Bernard",20002,TRG,TRAINER/CONSULTATN,100.0,other,201903,2019
17225,"Sanders, Bernard",20010,MONTAGE INC,PROJECT MANAGER,3.0,business/gov,201903,2019
17227,"Sanders, Bernard",20009,NONE,NONE,50.0,other,201903,2019
17228,"Sanders, Bernard",20212,U.S. DEPARTMENT OF LABOR,ECONOMIST,75.0,science,201903,2019
17229,"Trump, Donald J.",20037,SELF-EMPLOYED,ADVISORY,375.0,other,201901,2019
17237,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,27.0,it,201902,2019
17238,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,3.0,it,201903,2019
17239,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,3.0,it,201903,2019
17240,"Sanders, Bernard",20005,PAUL HASTINGS LLP,ATTORNEY,100.0,law,201903,2019
17241,"Sanders, Bernard",20010,MONTAGE INC,PROJECT MANAGER,3.0,business/gov,201902,2019
17243,"Sanders, Bernard",20003,NAACP LEGAL DEFENSE & EDUCATIONAL FUND,ATTORNEY,3.0,law,201903,2019
17244,"Sanders, Bernard",20009,NATIONAL ASSOCIATION OF LETTER CARRIER,STAFF ASSISTANT FOR ECONOMIC ANALYSIS,27.0,science,201903,2019
17368,"Warren, Elizabeth ",20024,GEORGE WASHINGTON UNIVERSITY,DOCTOR,250.0,other,201906,2019
17369,"Warren, Elizabeth ",20017,RETIRED,RETIRED,195.0,retired,201906,2019
17374,"Warren, Elizabeth ",20002,NATIONAL INDIAN HEALTH BOARD,PUBLIC HEALTH,50.0,business/gov,201904,2019
17375,"Warren, Elizabeth ",20002,NATIONAL INDIAN HEALTH BOARD,PUBLIC HEALTH,75.0,business/gov,201904,2019
17376,"Warren, Elizabeth ",20002,NATIONAL INDIAN HEALTH BOARD,PUBLIC HEALTH,75.0,business/gov,201906,2019
17377,"Warren, Elizabeth ",20002,NATIONAL INDIAN HEALTH BOARD,PUBLIC HEALTH,75.0,business/gov,201906,2019
17378,"Warren, Elizabeth ",20002,NATIONAL INDIAN HEALTH BOARD,PUBLIC HEALTH,100.0,business/gov,201906,2019
17379,"Warren, Elizabeth ",20002,NATIONAL INDIAN HEALTH BOARD,PUBLIC HEALTH,100.0,business/gov,201906,2019
17380,"Warren, Elizabeth ",20002,NATIONAL INDIAN HEALTH BOARD,PUBLIC HEALTH,50.0,business/gov,201906,2019
17381,"Warren, Elizabeth ",20002,NATIONAL INDIAN HEALTH BOARD,PUBLIC HEALTH,50.0,business/gov,201906,2019
17382,"Warren, Elizabeth ",20002,NATIONAL INDIAN HEALTH BOARD,PUBLIC HEALTH,100.0,business/gov,201906,2019
17388,"Warren, Elizabeth ",20011,INVARIANT,CHIEF OPERATING OFFICER,33.88,leadership,201904,2019
17389,"Warren, Elizabeth ",20011,INVARIANT,CHIEF OPERATING OFFICER,33.88,leadership,201905,2019
17390,"Warren, Elizabeth ",20011,INVARIANT,CHIEF OPERATING OFFICER,250.0,leadership,201906,2019
17396,"Warren, Elizabeth ",20010,NONE,NOT EMPLOYED,25.0,not employed or unknown,201906,2019
17397,"Warren, Elizabeth ",20002,CORPORATE BROKERS,WEB TRAFFIC ANALYST,100.0,it,201904,2019
17398,"Warren, Elizabeth ",20002,CORPORATE BROKERS,WEB TRAFFIC ANALYST,100.0,it,201904,2019
17399,"Warren, Elizabeth ",20002,CORPORATE BROKERS,WEB TRAFFIC ANALYST,200.0,it,201906,2019
17406,"Warren, Elizabeth ",20001,none-listed,CONDUIT TOTAL LISTED IN AGG. FIELD,250.0,other,201904,2019
17412,"Warren, Elizabeth ",20005,COHEN MILSTEIN,ATTORNEY,210.0,law,201905,2019
17413,"Warren, Elizabeth ",20010,MANTECH,DATA SCIENTIST,10.0,science,201904,2019
17414,"Warren, Elizabeth ",20010,MANTECH,DATA SCIENTIST,87.88,science,201904,2019
17415,"Warren, Elizabeth ",20010,MANTECH,DATA SCIENTIST,5.0,science,201904,2019
17416,"Warren, Elizabeth ",20010,MANTECH,DATA SCIENTIST,5.0,science,201905,2019
17417,"Warren, Elizabeth ",20010,MANTECH,DATA SCIENTIST,54.88,science,201906,2019
17418,"Warren, Elizabeth ",20010,MANTECH,DATA SCIENTIST,5.0,science,201906,2019
17419,"Warren, Elizabeth ",20010,MANTECH,DATA SCIENTIST,10.0,science,201906,2019
17424,"Warren, Elizabeth ",20003,U.S. INSTITUTE OF PEACE,POLICY ADVISOR,250.0,business/gov,201906,2019
17425,"Warren, Elizabeth ",20037,DISTRICT OF COLUMBIA ATTORNEY GENERAL,ATTORNEY,100.0,law,201904,2019
17426,"Warren, Elizabeth ",20037,DISTRICT OF COLUMBIA ATTORNEY GENERAL,ATTORNEY,100.0,law,201905,2019
17427,"Warren, Elizabeth ",20037,DISTRICT OF COLUMBIA ATTORNEY GENERAL,ATTORNEY,100.0,law,201905,2019
17428,"Warren, Elizabeth ",20037,DISTRICT OF COLUMBIA ATTORNEY GENERAL,ATTORNEY,500.0,law,201906,2019
17435,"Warren, Elizabeth ",20003,LEAGUE OF CONSERVATION VOTERS,"SENIOR DIRECTOR, POLITICAL AFFAIRS",243.27,leadership,201905,2019
17436,"Warren, Elizabeth ",20003,LEAGUE OF CONSERVATION VOTERS,"SENIOR DIRECTOR, POLITICAL AFFAIRS",53.22,leadership,201906,2019
17437,"Warren, Elizabeth ",20003,JACOBS,PROGRAM MANAGER,100.0,business/gov,201904,2019
17438,"Warren, Elizabeth ",20003,JACOBS,PROGRAM MANAGER,50.0,business/gov,201904,2019
17439,"Warren, Elizabeth ",20003,JACOBS,PROGRAM MANAGER,100.0,business/gov,201905,2019
17440,"Warren, Elizabeth ",20003,JACOBS,PROGRAM MANAGER,50.0,business/gov,201906,2019
17444,"Warren, Elizabeth ",20009,LONG & FOSTER,TRANSACTION COORDINATOR,25.0,other,201904,2019
17445,"Warren, Elizabeth ",20009,LONG & FOSTER,TRANSACTION COORDINATOR,25.0,other,201904,2019
17446,"Warren, Elizabeth ",20009,LONG & FOSTER,TRANSACTION COORDINATOR,25.0,other,201905,2019
17447,"Warren, Elizabeth ",20009,LONG & FOSTER,TRANSACTION COORDINATOR,10.1,other,201905,2019
17448,"Warren, Elizabeth ",20009,LONG & FOSTER,TRANSACTION COORDINATOR,25.0,other,201905,2019
17449,"Warren, Elizabeth ",20009,LONG & FOSTER,TRANSACTION COORDINATOR,25.0,other,201906,2019
17450,"Warren, Elizabeth ",20009,LONG & FOSTER,TRANSACTION COORDINATOR,35.0,other,201906,2019
17451,"Warren, Elizabeth ",20009,LONG & FOSTER,TRANSACTION COORDINATOR,20.0,other,201906,2019
17462,"Warren, Elizabeth ",20008,RETIRED,RETIRED,100.0,retired,201904,2019
17463,"Warren, Elizabeth ",20008,RETIRED,RETIRED,100.0,retired,201906,2019
17464,"Warren, Elizabeth ",20008,RETIRED,RETIRED,50.0,retired,201906,2019
17467,"Warren, Elizabeth ",20001,CONSTITUTIONAL ACCOUNTABILITY CENTER,COO,206.0,other,201906,2019
17469,"Warren, Elizabeth ",20008,US DEPARTMENT OF INTERIOR,ECONOMIST,100.0,science,201904,2019
17470,"Warren, Elizabeth ",20008,US DEPARTMENT OF INTERIOR,ECONOMIST,200.0,science,201904,2019
17471,"Warren, Elizabeth ",20008,US DEPARTMENT OF INTERIOR,ECONOMIST,200.0,science,201905,2019
17472,"Warren, Elizabeth ",20008,US DEPARTMENT OF INTERIOR,ECONOMIST,100.0,science,201906,2019
17477,"Warren, Elizabeth ",20007,CARNEGIE ENDOWMENT FOR INTERNATIONAL P,SENIOR FELLOW,100.0,leadership,201906,2019
17478,"Warren, Elizabeth ",20001,IAMAW,ECONOMIST,47.0,science,201904,2019
17479,"Warren, Elizabeth ",20001,IAMAW,ECONOMIST,47.0,science,201904,2019
17480,"Warren, Elizabeth ",20001,IAMAW,ECONOMIST,62.88,science,201904,2019
17481,"Warren, Elizabeth ",20008,BAUMAN FOUNDATION,EXECUTIVE,2800.0,leadership,201904,2019
17482,"Warren, Elizabeth ",20007,RETIRED,RETIRED,1500.0,retired,201906,2019
17483,"Warren, Elizabeth ",20002,FED GOV,POLICY ADVISOR,10.0,business/gov,201905,2019
17484,"Warren, Elizabeth ",20009,INDEED,ECONOMIST,25.0,science,201904,2019
17485,"Warren, Elizabeth ",20009,INDEED,ECONOMIST,25.0,science,201905,2019
17486,"Warren, Elizabeth ",20009,INDEED,ECONOMIST,25.0,science,201906,2019
17487,"Warren, Elizabeth ",20002,FEDERAL ENERGY REGULATORY COMMISSION,ATTORNEY-ADVISER,100.0,other,201904,2019
17488,"Warren, Elizabeth ",20002,FEDERAL ENERGY REGULATORY COMMISSION,ATTORNEY-ADVISER,50.0,other,201904,2019
17489,"Warren, Elizabeth ",20015,FEDERAL GOVERNMENT,ATTORNEY,250.0,law,201904,2019
17490,"Warren, Elizabeth ",20015,FEDERAL GOVERNMENT,ATTORNEY,500.0,law,201906,2019
17491,"Warren, Elizabeth ",20015,FEDERAL GOVERNMENT,ATTORNEY,500.0,law,201906,2019
17492,"Warren, Elizabeth ",20009,NLRB,ATTORNEY,250.0,law,201904,2019
17493,"Warren, Elizabeth ",20009,NLRB,ATTORNEY,100.0,law,201905,2019
17494,"Warren, Elizabeth ",20002,FEDERAL ENERGY REGULATORY COMMISSION,ATTORNEY-ADVISER,25.0,other,201904,2019
17495,"Warren, Elizabeth ",20002,FEDERAL ENERGY REGULATORY COMMISSION,ATTORNEY-ADVISER,50.0,other,201905,2019
17496,"Warren, Elizabeth ",20002,FEDERAL ENERGY REGULATORY COMMISSION,ATTORNEY-ADVISER,100.0,other,201906,2019
17497,"Warren, Elizabeth ",20002,FEDERAL ENERGY REGULATORY COMMISSION,ATTORNEY-ADVISER,63.27,other,201906,2019
17498,"Warren, Elizabeth ",20009,NLRB,ATTORNEY,100.0,law,201906,2019
17499,"Warren, Elizabeth ",20015,NONE,NOT EMPLOYED,500.0,not employed or unknown,201906,2019
17500,"Warren, Elizabeth ",20001,GEORGETOWN LAW,ATTORNEY,35.0,law,201904,2019
17501,"Warren, Elizabeth ",20001,GEORGETOWN LAW,ATTORNEY,33.88,law,201904,2019
17502,"Warren, Elizabeth ",20001,GEORGETOWN LAW,ATTORNEY,50.0,law,201904,2019
17503,"Warren, Elizabeth ",20001,GEORGETOWN LAW,ATTORNEY,25.0,law,201906,2019
17504,"Warren, Elizabeth ",20001,GEORGETOWN LAW,ATTORNEY,100.0,law,201906,2019
17505,"Warren, Elizabeth ",20024,NONE,NOT EMPLOYED,25.0,not employed or unknown,201904,2019
17506,"Warren, Elizabeth ",20024,NONE,NOT EMPLOYED,50.0,not employed or unknown,201906,2019
17507,"Warren, Elizabeth ",20024,NONE,NOT EMPLOYED,50.0,not employed or unknown,201906,2019
17508,"Warren, Elizabeth ",20002,PALANTIR TECHNOLOGIES,SOFTWARE ENGINEER,250.0,it,201906,2019
17509,"Warren, Elizabeth ",20017,APPSENTIAL,BD MANAGER,50.0,business/gov,201905,2019
17510,"Warren, Elizabeth ",20017,APPSENTIAL,BD MANAGER,50.0,business/gov,201905,2019
17511,"Warren, Elizabeth ",20017,APPSENTIAL,BD MANAGER,10.0,business/gov,201906,2019
17512,"Warren, Elizabeth ",20017,APPSENTIAL,BD MANAGER,50.0,business/gov,201906,2019
17513,"Warren, Elizabeth ",20017,APPSENTIAL,BD MANAGER,15.0,business/gov,201906,2019
17514,"Warren, Elizabeth ",20017,APPSENTIAL,BD MANAGER,50.0,business/gov,201906,2019
17515,"Warren, Elizabeth ",20009,FEDERAL GOVERNMENT,ATTORNEY,25.0,law,201904,2019
17516,"Warren, Elizabeth ",20009,FEDERAL GOVERNMENT,ATTORNEY,100.0,law,201906,2019
17517,"Warren, Elizabeth ",20037,GEORGE WASHINGTON UNIVERSITY,EDUCATOR,100.0,education,201904,2019
17518,"Warren, Elizabeth ",20037,GEORGE WASHINGTON UNIVERSITY,EDUCATOR,100.0,education,201904,2019
17519,"Warren, Elizabeth ",20037,GEORGE WASHINGTON UNIVERSITY,EDUCATOR,100.0,education,201904,2019
17520,"Warren, Elizabeth ",20037,GEORGE WASHINGTON UNIVERSITY,EDUCATOR,10.0,education,201904,2019
17521,"Warren, Elizabeth ",20037,GEORGE WASHINGTON UNIVERSITY,EDUCATOR,25.0,education,201904,2019
17522,"Warren, Elizabeth ",20037,GEORGE WASHINGTON UNIVERSITY,EDUCATOR,100.0,education,201904,2019
17523,"Warren, Elizabeth ",20037,GEORGE WASHINGTON UNIVERSITY,EDUCATOR,100.0,education,201905,2019
17524,"Warren, Elizabeth ",20037,GEORGE WASHINGTON UNIVERSITY,EDUCATOR,100.0,education,201905,2019
17525,"Warren, Elizabeth ",20037,GEORGE WASHINGTON UNIVERSITY,EDUCATOR,25.0,education,201905,2019
17526,"Warren, Elizabeth ",20037,GEORGE WASHINGTON UNIVERSITY,EDUCATOR,10.0,education,201905,2019
17527,"Warren, Elizabeth ",20037,GEORGE WASHINGTON UNIVERSITY,EDUCATOR,100.0,education,201906,2019
17528,"Warren, Elizabeth ",20037,GEORGE WASHINGTON UNIVERSITY,EDUCATOR,10.0,education,201906,2019
17529,"Warren, Elizabeth ",20015,RETIRED,RETIRED,500.0,retired,201906,2019
17530,"Warren, Elizabeth ",20005,PAUL HASTINGS,ATTORNEY,28.88,law,201905,2019
17531,"Warren, Elizabeth ",20009,NEED TO IMPEACH,SPEECHWRITER,50.0,other,201904,2019
17532,"Warren, Elizabeth ",20009,NEED TO IMPEACH,SPEECHWRITER,33.88,other,201905,2019
17533,"Warren, Elizabeth ",20009,NEED TO IMPEACH,SPEECHWRITER,50.0,other,201905,2019
17534,"Warren, Elizabeth ",20009,NEED TO IMPEACH,SPEECHWRITER,44.88,other,201905,2019
17535,"Warren, Elizabeth ",20009,NEED TO IMPEACH,SPEECHWRITER,51.5,other,201906,2019
17536,"Warren, Elizabeth ",20001,none-listed,CONDUIT TOTAL LISTED IN AGG. FIELD,250.0,other,201904,2019
17537,"Warren, Elizabeth ",20009,BOUNDARY STONE PARTNERS,PARTNER,250.0,leadership,201904,2019
17538,"Warren, Elizabeth ",20009,BOUNDARY STONE PARTNERS,PARTNER,250.0,leadership,201904,2019
17539,"Warren, Elizabeth ",20009,BOUNDARY STONE PARTNERS,PARTNER,100.0,leadership,201905,2019
17540,"Warren, Elizabeth ",20009,BOUNDARY STONE PARTNERS,PARTNER,100.0,leadership,201906,2019
17541,"Warren, Elizabeth ",20015,AMERICAN HUMANIST ASSOCIATION,FUNDRAISER,50.0,other,201904,2019
17542,"Warren, Elizabeth ",20015,AMERICAN HUMANIST ASSOCIATION,FUNDRAISER,25.0,other,201904,2019
17543,"Warren, Elizabeth ",20015,AMERICAN HUMANIST ASSOCIATION,FUNDRAISER,100.0,other,201904,2019
17544,"Warren, Elizabeth ",20015,AMERICAN HUMANIST ASSOCIATION,FUNDRAISER,50.0,other,201906,2019
17545,"Warren, Elizabeth ",20007,NONE,NOT EMPLOYED,250.0,not employed or unknown,201906,2019
17546,"Warren, Elizabeth ",20007,CREATIVE,PROJECT DIRECTOR,250.0,leadership,201906,2019
17547,"Warren, Elizabeth ",20002,BAYLOR COLLEGE OF MEDICINE,PHYSICIAN,50.0,healthcare,201904,2019
17548,"Warren, Elizabeth ",20002,BAYLOR COLLEGE OF MEDICINE,PHYSICIAN,50.0,healthcare,201904,2019
17549,"Warren, Elizabeth ",20002,BAYLOR COLLEGE OF MEDICINE,PHYSICIAN,50.0,healthcare,201905,2019
17550,"Warren, Elizabeth ",20002,BAYLOR COLLEGE OF MEDICINE,PHYSICIAN,50.0,healthcare,201906,2019
17551,"Warren, Elizabeth ",20002,BAYLOR COLLEGE OF MEDICINE,PHYSICIAN,50.0,healthcare,201906,2019
17552,"Warren, Elizabeth ",20009,VISIONARY WILD LLC,PHOTOGRAPHER,250.0,other,201905,2019
17553,"Warren, Elizabeth ",20001,none-listed,CONDUIT TOTAL LISTED IN AGG. FIELD,25.0,other,201904,2019
17554,"Warren, Elizabeth ",20009,LEARNING POLICY INSTITUTE,FEDERAL EDUCATION POLICY,45.0,business/gov,201904,2019
17555,"Warren, Elizabeth ",20009,LEARNING POLICY INSTITUTE,FEDERAL EDUCATION POLICY,10.0,business/gov,201904,2019
17556,"Warren, Elizabeth ",20009,LEARNING POLICY INSTITUTE,FEDERAL EDUCATION POLICY,10.0,business/gov,201904,2019
17557,"Warren, Elizabeth ",20009,LEARNING POLICY INSTITUTE,FEDERAL EDUCATION POLICY,33.88,business/gov,201904,2019
17558,"Warren, Elizabeth ",20009,LEARNING POLICY INSTITUTE,FEDERAL EDUCATION POLICY,45.0,business/gov,201905,2019
17559,"Warren, Elizabeth ",20009,LEARNING POLICY INSTITUTE,FEDERAL EDUCATION POLICY,10.0,business/gov,201905,2019
17560,"Warren, Elizabeth ",20009,LEARNING POLICY INSTITUTE,FEDERAL EDUCATION POLICY,5.0,business/gov,201905,2019
17561,"Warren, Elizabeth ",20009,LEARNING POLICY INSTITUTE,FEDERAL EDUCATION POLICY,15.0,business/gov,201905,2019
17562,"Warren, Elizabeth ",20009,LEARNING POLICY INSTITUTE,FEDERAL EDUCATION POLICY,45.0,business/gov,201906,2019
17563,"Warren, Elizabeth ",20009,LEARNING POLICY INSTITUTE,FEDERAL EDUCATION POLICY,15.0,business/gov,201906,2019
17564,"Warren, Elizabeth ",20009,LEARNING POLICY INSTITUTE,FEDERAL EDUCATION POLICY,15.0,business/gov,201906,2019
17565,"Warren, Elizabeth ",20003,NATIONAL GEOSPATIAL INTELLIGENCE AGENC,GEOSPATIAL ANALYST,100.0,business/gov,201904,2019
17566,"Warren, Elizabeth ",20003,NATIONAL GEOSPATIAL INTELLIGENCE AGENC,GEOSPATIAL ANALYST,45.02,business/gov,201905,2019
17567,"Warren, Elizabeth ",20003,NATIONAL GEOSPATIAL INTELLIGENCE AGENC,GEOSPATIAL ANALYST,107.88,business/gov,201906,2019
